PASS_PRESCREEN,FAILED_ATTN_CHECK,RecordedDate,Q-requirements-1,Q-requirements-2,Q-attn-check-1,Q-prolific-mturk,Q-mturk-account,Q-attn-check-2,Duration (in seconds),ResponseId,version,Q-followup-study,connect,Age,Sex,Ethnicity simplified,Country of birth,Nationality,Student status,Employment status
true,,2022-11-09 08:20:20,Yes,Yes,No,Yes,No,No,36,R_2CH81OGB8JByFIO,v1,,,33,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-09 08:20:41,Yes,Yes,No,Yes,No,No,39,R_40i7VU621rnGaXf,v1,,,34,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-09 08:20:53,Yes,Yes,No,No,,No,86,R_1n7QMO7vKkwmhsC,v1,,,20,Male,Mixed,United States,United States,Yes,Unemployed (and job seeking)
true,,2022-11-09 08:21:04,Yes,Yes,No,Yes,Yes,No,42,R_31ml8mmFWp9JyVM,v1,,,45,Female,White,United States,United States,No,Full-Time
true,,2022-11-09 08:21:12,Yes,Yes,No,Yes,No,No,33,R_3NImifYIKwOOxNR,v1,,,30,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-09 08:21:56,Yes,Yes,No,No,,No,41,R_12F32Qjd4uRUZXO,v1,,,22,Female,Black,United States,United States,No,Due to start a new job within the next month
true,,2022-11-09 08:22:00,Yes,Yes,No,No,,No,35,R_bNsOQqs1f9WgHU5,v1,,,50,Male,White,United States,United States,No,Full-Time
true,,2022-11-09 08:22:21,Yes,Yes,No,Yes,No,No,50,R_2PoOL0NJEFoXGvi,v1,,,44,Male,White,United States,United States,No,Full-Time
true,,2022-11-09 08:22:25,Yes,Yes,No,No,,No,31,R_XgHGrn3wRiS6Irn,v1,,,61,Male,White,United States,United States,No,Full-Time
true,,2022-11-09 08:22:39,Yes,Yes,No,Yes,No,No,31,R_2D62f6cIUwKvfFh,v1,,,25,Female,White,United States,United States,No,Full-Time
,,2022-11-09 08:22:50,Yes,No,,,,,28,R_1prjstPu8lsYS7U,v1,,,20,Male,Asian,United States,United States,No,Unemployed (and job seeking)
true,,2022-11-09 08:23:20,Yes,Yes,No,Yes,No,No,30,R_3I3vvCOiX3SToz7,v1,,,39,Female,White,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2022-11-09 08:23:38,Yes,Yes,No,No,,No,31,R_30crGgn6SUJWTDH,v1,,,52,Female,White,United States,United States,No,Full-Time
true,,2022-11-09 08:23:41,Yes,Yes,No,Yes,No,No,45,R_2Bmrl1MKmumJATC,v1,,,37,Male,White,United States,United States,No,Full-Time
true,,2022-11-09 08:24:10,Yes,Yes,No,No,,No,147,R_2WO0LX7Qt8VOVFp,v1,,,47,Female,Mixed,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2022-11-09 08:24:42,Yes,Yes,No,No,,No,30,R_1OHaJjof3w3tTAn,v1,,,49,Male,Asian,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-09 08:25:12,Yes,Yes,No,No,,No,42,R_2zMWY8M5HktsuqX,v1,,,49,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-09 08:26:03,Yes,Yes,No,No,,No,42,R_1pPVKnG3EeFcpcN,v1,,,58,Female,White,Poland,United States,No,Full-Time
true,,2022-11-09 08:26:08,Yes,Yes,No,Yes,No,No,71,R_2ROqgqWSosPQaZk,v1,,,38,Female,Asian,DATA_EXPIRED,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-09 08:26:26,Yes,Yes,No,Yes,No,No,45,R_1JJgA71qeIduhzy,v1,,,31,Female,White,United States,United States,No,Part-Time
true,,2022-11-09 08:26:41,Yes,Yes,No,No,,No,27,R_1rJTeZ2xqG5VHAI,v1,,,41,Female,White,United States,United States,No,Full-Time
true,,2022-11-09 08:26:42,Yes,Yes,No,No,,No,194,R_eg2LjOTW1aXremt,v1,,,36,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-09 08:26:48,Yes,Yes,No,No,,No,44,R_2VJY8FSHKTLvSxI,v1,,,36,Male,White,United States,United States,No,Full-Time
true,,2022-11-09 08:26:51,Yes,Yes,No,Yes,No,No,35,R_3qVdpf6PADUe1qX,v1,,,35,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-09 08:27:08,Yes,Yes,No,Yes,No,No,164,R_1GPIvhrF9Hv5qKZ,v1,,,37,Male,White,United States,United States,No,Part-Time
true,,2022-11-09 08:27:28,Yes,Yes,No,No,,No,54,R_23gzIVp7wppSXJW,v1,,,67,Male,White,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2022-11-09 08:27:31,Yes,Yes,No,No,,No,31,R_2WZI7TfmzL0UDdf,v1,,,24,Female,Asian,China,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-09 08:27:37,Yes,Yes,No,Yes,Yes,No,29,R_3RmzMVFWSFApHMf,v1,,,29,Female,White,United States,United States,No,Part-Time
true,,2022-11-09 08:28:02,Yes,Yes,No,No,,No,28,R_3OcVOp0nEDq8fw6,v1,,,29,Female,White,United States,United States,No,Full-Time
,,2022-11-09 08:28:11,No,,,,,,48,R_2leSDiyA44hD24F,v1,,,26,Male,White,United States,United States,Yes,Part-Time
true,,2022-11-09 08:28:23,Yes,Yes,No,No,,No,46,R_2yeAXmLI8lPw6wK,v1,,,28,Male,Mixed,Italy,United States,No,Other
true,,2022-11-09 08:28:39,Yes,Yes,No,Yes,No,No,36,R_3hGZOIlgo3OzMh0,v1,,,31,Female,White,United States,United States,No,Part-Time
true,,2022-11-09 08:29:16,Yes,Yes,No,No,,No,57,R_3PcaGqjApeDKleR,v1,,,38,Female,White,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2022-11-09 08:29:29,Yes,Yes,No,No,,No,25,R_e4B60OgHWmhhZIt,v1,,,38,Male,White,United States,United States,No,Full-Time
true,,2022-11-09 08:29:44,Yes,Yes,No,Yes,No,No,113,R_3nr7UwGbONciwJw,v1,,,29,Male,White,United States,United States,No,Full-Time
true,,2022-11-09 08:29:53,Yes,Yes,No,Yes,No,No,31,R_2q9MUJmjM6PUKmg,v1,,,33,Male,White,United States,United States,Yes,Full-Time
,true,2022-11-09 08:29:59,Yes,Yes,Yes,,,,15,R_2YY4qLXB5Q5EDub,v1,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
true,,2022-11-09 08:30:19,Yes,Yes,No,No,,No,36,R_1PRCCE8I1QwQbB2,v1,,,20,Female,White,United States,United States,Yes,Part-Time
true,,2022-11-09 08:30:23,Yes,Yes,No,No,,No,29,R_3NWkrJ5HSdKK7s3,v1,,,49,Female,White,United States,United States,No,Full-Time
true,,2022-11-09 08:30:48,Yes,Yes,No,No,,No,37,R_wRcmScPUUSbHCKJ,v1,,,27,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-09 08:30:59,Yes,Yes,No,No,,No,47,R_1JFUDiGZ6sSaIFK,v1,,,52,Female,Mixed,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2022-11-09 08:31:14,Yes,Yes,No,No,,No,41,R_2AXWQtf3K744dWe,v1,,,58,Female,Black,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-09 08:31:15,Yes,Yes,No,Yes,No,No,168,R_2Ua9MFyf3YVwZkv,v1,,,56,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-09 08:31:20,Yes,Yes,No,Yes,No,No,49,R_XYaLZ5NYUGMuPkd,v1,,,41,Female,White,United States,United States,No,Full-Time
true,,2022-11-09 08:31:21,Yes,Yes,No,No,,No,45,R_2f3a8FcDqAxM3U3,v1,,,24,Female,White,United States,United States,Yes,Other
true,,2022-11-09 08:31:22,Yes,Yes,No,No,,No,34,R_cYNdcsG26fVQD1n,v1,,,24,Female,White,United States,United States,No,Unemployed (and job seeking)
true,,2022-11-09 08:31:26,Yes,Yes,No,Yes,No,No,42,R_3PdbDcBJQzgWj4j,v1,,,32,Female,DATA_EXPIRED,United States,United States,No,DATA_EXPIRED
,,2022-11-09 08:34:20,No,,,,,,18,R_3h6zh7v1skfw7xp,v1,,,30,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-09 08:40:34,Yes,Yes,No,No,,No,47,R_1pFgjANq9MA975B,v1,,,53,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
,,2022-11-14 20:33:39,Yes,No,,,,,9,R_3EfNuUABF7U8Sx3,v1,,,41,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:33:45,Yes,Yes,No,Yes,No,No,30,R_3NERaWJfa9bDtYF,v1,,,36,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:33:45,Yes,Yes,No,No,,No,34,R_OD2eAayv7inN7Hj,v1,,,36,Female,Asian,United States,United States,No,Full-Time
,,2022-11-14 20:33:46,Yes,No,,,,,9,R_1mgct8N0hjnj8OC,v1,,,29,Male,White,United States,United States,No,Full-Time
,,2022-11-14 20:33:53,Yes,No,,,,,14,R_2OMQYRzMYCx0aj0,v1,,,25,Male,White,United States,United States,No,Part-Time
true,,2022-11-14 20:33:54,Yes,Yes,No,No,,No,42,R_UL5GbPZsriniL9T,v1,,,33,Female,White,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2022-11-14 20:33:55,Yes,Yes,No,No,,No,37,R_2AMukWYkLBEnxkN,v1,,,60,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:34:01,Yes,Yes,No,No,,No,37,R_3MKwxuo2OOtfNGU,v1,,,35,Male,White,United States,United States,No,DATA_EXPIRED
true,,2022-11-14 20:34:10,Yes,Yes,No,No,,No,47,R_3gMFhR9CsptEHMB,v1,,,53,Female,White,United States,United States,No,Full-Time
true,,2022-11-14 20:34:19,Yes,Yes,No,No,,No,25,R_1mQr9uGIt04HLc4,v1,,,28,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:34:22,Yes,Yes,No,No,,No,29,R_1n7mEKxrxX4ZEnE,v1,,,38,Female,White,United States,United States,No,DATA_EXPIRED
true,,2022-11-14 20:34:29,Yes,Yes,No,No,,No,60,R_Tu7wCfhKoUY7SWl,v1,,,27,Male,Black,Belize,United States,No,Unemployed (and job seeking)
true,,2022-11-14 20:34:35,Yes,Yes,No,No,,No,38,R_31RWUsLcEh1oFfo,v1,,,37,Female,White,United States,United States,No,DATA_EXPIRED
,,2022-11-14 20:34:45,No,,,,,,7,R_6h8AvGoc7z6LI2d,v1,,,26,Male,Other,United States,United States,No,Full-Time
true,,2022-11-14 20:34:52,Yes,Yes,No,Yes,No,No,64,R_3hFu90GPVpGvBmZ,v1,,,62,Male,White,United States,United States,No,DATA_EXPIRED
true,,2022-11-14 20:34:56,Yes,Yes,No,No,,No,22,R_1IS4R4Q52pTv8mB,v1,,,26,Female,White,United States,United States,No,Full-Time
true,,2022-11-14 20:34:58,Yes,Yes,No,No,,No,34,R_1Mnccgr3YZ5Qbw5,v1,,,55,Female,Mixed,United States,United States,No,Full-Time
,true,2022-11-14 20:34:58,Yes,Yes,Yes,,,,26,R_1KwBKMf4HLkB05m,v1,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
true,,2022-11-14 20:35:02,Yes,Yes,No,Yes,No,No,42,R_1gIyxi9e83lHYfO,v1,,,27,Male,Mixed,United States,United States,Yes,Other
true,,2022-11-14 20:35:03,Yes,Yes,No,No,,No,42,R_PwA7draqPMdD7kR,v1,,,37,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:35:06,Yes,Yes,No,Yes,No,No,47,R_DTAemAXGmUor8pH,v1,,,31,Male,White,United States,United States,DATA_EXPIRED,Full-Time
true,,2022-11-14 20:35:07,Yes,Yes,No,Yes,No,No,37,R_1mkmOWzA0gY4kUT,v1,,,44,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:35:08,Yes,Yes,No,Yes,No,No,34,R_2UXYes3TCxoV342,v1,,,22,Male,Asian,United States,United States,Yes,Other
true,,2022-11-14 20:35:11,Yes,Yes,No,Yes,Yes,No,45,R_O2bgD4lKPLUS9jj,v1,,,34,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:35:11,Yes,Yes,No,Yes,No,No,37,R_3J3L8JZjygLY5hP,v1,,,27,Male,Other,United States,United States,Yes,Full-Time
true,,2022-11-14 20:35:18,Yes,Yes,No,Yes,No,No,66,R_237ZVZNBgdc3OvU,v1,,,64,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:35:21,Yes,Yes,No,No,,No,36,R_1QiNcRMxHpbwO32,v1,,,40,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:35:22,Yes,Yes,No,No,,No,71,R_1OpmlsfktZILvTH,v1,,,36,Female,Mixed,United States,United States,No,Unemployed (and job seeking)
true,,2022-11-14 20:35:24,Yes,Yes,No,Yes,No,No,90,R_1hKFRlGoIl1PLLA,v1,,,51,Male,White,United States,United States,No,Unemployed (and job seeking)
true,,2022-11-14 20:35:26,Yes,Yes,No,Yes,Yes,No,28,R_2dziuZ7CvMyLMdL,v1,,,32,Female,White,United States,United States,No,Full-Time
,,2022-11-14 20:35:36,Yes,No,,,,,20,R_2ARngxsQXBH9L6g,v1,,,33,Male,White,United States,United States,No,DATA_EXPIRED
true,,2022-11-14 20:35:42,Yes,Yes,No,Yes,No,No,47,R_1q2oBFgYmbtnWA9,v1,,,35,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:35:44,Yes,Yes,No,No,,No,38,R_1dcu9hKf0HlFyJp,v1,,,44,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:35:52,Yes,Yes,No,No,,No,40,R_3G1ieiXtc8I6DFd,v1,,,24,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:35:54,Yes,Yes,No,No,,No,25,R_28BAxenMVlytNYn,v1,,,22,Male,Asian,United States,United States,No,Unemployed (and job seeking)
true,,2022-11-14 20:35:55,Yes,Yes,No,No,,No,29,R_33v6MajFfMQEhQE,v1,,,29,Male,Other,United States,United States,No,Full-Time
true,,2022-11-14 20:36:00,Yes,Yes,No,No,,No,47,R_3GD3ee9AhjcCsZq,v1,,,40,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:36:01,Yes,Yes,No,No,,No,57,R_11bZVEJkHoZJY2I,v1,,,19,Male,White,United States,United States,No,Part-Time
true,,2022-11-14 20:36:10,Yes,Yes,No,No,,No,33,R_2l568vfE5UrMc3D,v1,,,32,Male,Mixed,United States,United States,No,Other
true,,2022-11-14 20:36:17,Yes,Yes,No,No,,No,23,R_RsJAQqQwqLsjcDn,v1,,,26,Female,Asian,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:36:17,Yes,Yes,No,No,,No,35,R_3qmRFdgb4aHgOGG,v1,,,22,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:36:20,Yes,Yes,No,Yes,No,No,48,R_1oInYQhqB3Nz6CE,v1,,,DATA_EXPIRED,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:36:23,Yes,Yes,No,No,,No,38,R_1LU8WdSukVVzJHw,v1,,,27,Female,White,United States,United States,No,DATA_EXPIRED
true,,2022-11-14 20:36:25,Yes,Yes,No,No,,No,67,R_1IyKiyiBvJfqTEx,v1,,,36,Male,White,United States,United States,No,Unemployed (and job seeking)
true,,2022-11-14 20:36:31,Yes,Yes,No,Yes,No,No,64,R_3HuGNASCpg0xzF5,v1,,,31,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:36:35,Yes,Yes,No,No,,No,98,R_3ewx7vd3kwSxWaM,v1,,,50,Female,White,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2022-11-14 20:36:35,Yes,Yes,No,Yes,No,No,36,R_2OSAuOK5Ft19tlb,v1,,,38,Female,White,United States,United States,No,DATA_EXPIRED
true,,2022-11-14 20:36:49,Yes,Yes,No,Yes,No,No,82,R_2nHieoYvRKjozap,v1,,,41,Female,DATA_EXPIRED,United States,United States,No,DATA_EXPIRED
true,,2022-11-14 20:36:51,Yes,Yes,No,Yes,No,No,38,R_1CDBCGbhxH3fZnh,v1,,,24,Male,Asian,Philippines,United States,No,DATA_EXPIRED
,,2022-11-14 20:36:51,Yes,No,,,,,19,R_2EgcYuXywxbQrXh,v1,,,47,Male,Mixed,United States,United States,No,Part-Time
true,,2022-11-14 20:36:56,Yes,Yes,No,No,,No,50,R_RmMaRjobC1Oljwt,v1,,,36,Male,White,United States,United States,No,Unemployed (and job seeking)
,,2022-11-14 20:37:02,Yes,No,,,,,12,R_3fvBUAtKjG2YFNH,v1,,,31,Female,White,United States,United States,No,DATA_EXPIRED
,,2022-11-14 20:37:12,No,,,,,,26,R_1d6ugHqc5kWFq5H,v1,,,34,Male,White,United States,United States,DATA_EXPIRED,Full-Time
,true,2022-11-14 20:37:15,Yes,Yes,Yes,,,,13,R_3KIqNwrB6v20Ggg,v1,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
true,,2022-11-14 20:37:15,Yes,Yes,No,Yes,No,No,40,R_31adUkmt3GrnFbD,v1,,,43,Female,White,United States,United States,No,Full-Time
true,,2022-11-14 20:37:19,Yes,Yes,No,No,,No,28,R_3fBpuPq1ktZ6qc0,v1,,,22,Male,White,United States,United States,No,Unemployed (and job seeking)
true,,2022-11-14 20:37:19,Yes,Yes,No,Yes,No,No,47,R_3P67lBu0w22YrlR,v1,,,DATA_EXPIRED,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:37:20,Yes,Yes,No,No,,No,38,R_28HAefIenq4i8Q9,v1,,,26,Female,White,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2022-11-14 20:37:20,Yes,Yes,No,Yes,Yes,No,67,R_1NlTqN6U5d4OPD0,v1,,,34,Female,Mixed,United States,United States,No,DATA_EXPIRED
true,,2022-11-14 20:37:22,Yes,Yes,No,No,,No,28,R_2sb6M56RDU6IcO2,v1,,,30,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:37:22,Yes,Yes,No,No,,No,47,R_3Raytw61RfCzyGl,v1,,,35,Female,DATA_EXPIRED,"Venezuela, Bolivarian Republic of",United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:37:24,Yes,Yes,No,No,,No,49,R_QbmxpSd1C5yrzKF,v1,,,37,Male,Mixed,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
,true,2022-11-14 20:37:32,Yes,Yes,Yes,,,,13,R_3dJMnQBI21Ok5gB,v1,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
true,,2022-11-14 20:37:38,Yes,Yes,No,No,,No,52,R_3lRcPFSedUFveqp,v1,,,25,Female,White,United States,United States,No,Full-Time
,,2022-11-14 20:37:44,Yes,No,,,,,12,R_1BVmvvlXcyuz8Nt,v1,,,26,Male,Asian,United States,United States,No,Full-Time
,,2022-11-14 20:37:45,Yes,No,,,,,10,R_22KRW4q4ztuLCWw,v1,,,26,Prefer not to say,White,United States,United States,Yes,Other
true,,2022-11-14 20:37:46,Yes,Yes,No,No,,No,31,R_eJORdbQSHbQpnCp,v1,,,20,Male,Mixed,United States,United States,No,Part-Time
true,,2022-11-14 20:37:53,Yes,Yes,No,No,,No,26,R_7PxNyOq4HfqM2TD,v1,,,26,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:37:58,Yes,Yes,No,No,,No,27,R_11bcbWd6DHfCoEk,v1,,,23,Female,White,United States,United States,Yes,Part-Time
true,,2022-11-14 20:37:58,Yes,Yes,No,Yes,No,No,37,R_3phGDMy8gFuYAsZ,v1,,,31,Male,White,United States,United States,No,Part-Time
,,2022-11-14 20:38:01,Yes,No,,,,,26,R_3j8qEaiTVVZNXrM,v1,,,25,Male,Other,United States,United States,Yes,Full-Time
true,,2022-11-14 20:38:01,Yes,Yes,No,No,,No,47,R_u1YweUAlHoM9B85,v1,,,38,Male,Asian,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2022-11-14 20:38:03,Yes,Yes,No,No,,No,34,R_2OGByEcJREJeb9A,v1,,,33,Male,White,United States,United States,No,Full-Time
,,2022-11-14 20:38:10,Yes,No,,,,,11,R_3HSOSF1IByDszTo,v1,,,46,Female,White,United States,United States,Yes,Full-Time
true,,2022-11-14 20:38:11,Yes,Yes,No,No,,No,40,R_1CvfEEV9odw1koX,v1,,,20,Male,Asian,United States,United States,Yes,Part-Time
true,,2022-11-14 20:38:15,Yes,Yes,No,No,,No,61,R_1mF2PlXMJ8xj6Mu,v1,,,65,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:38:17,Yes,Yes,No,No,,No,76,R_2djeJ5rbn5W7YnB,v1,,,35,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
,,2022-11-14 20:38:19,No,,,,,,10,R_3hgt0TEoOoFY7B2,v1,,,51,Female,White,United States,United States,No,Other
true,,2022-11-14 20:38:23,Yes,Yes,No,Yes,No,No,25,R_yyBW3eHK8ce2urL,v1,,,36,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:38:24,Yes,Yes,No,No,,No,30,R_2AGuof6yKKmDax4,v1,,,33,Male,White,DATA_EXPIRED,United States,DATA_EXPIRED,Full-Time
true,,2022-11-14 20:38:30,Yes,Yes,No,No,,No,27,R_27CK1SAqyfx9TAu,v1,,,29,Female,Asian,Northern Mariana Islands,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:38:37,Yes,Yes,No,Yes,Yes,No,96,R_1r6ro4BTmKSRjIT,v1,,,50,Female,White,Russian Federation,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2022-11-14 20:38:43,Yes,Yes,No,No,,No,31,R_12JfwxWUvNviUGD,v1,,,22,Female,White,United States,United States,Yes,Unemployed (and job seeking)
true,,2022-11-14 20:38:51,Yes,Yes,No,No,,No,37,R_3lE3eX4wNTzKJfE,v1,,,24,Male,White,United States,United States,Yes,DATA_EXPIRED
true,,2022-11-14 20:38:59,Yes,Yes,No,No,,No,24,R_2tFiOAYPpywAM03,v1,,,22,Female,Mixed,United States,United States,Yes,Full-Time
true,,2022-11-14 20:39:00,Yes,Yes,No,Yes,No,No,48,R_2aJDRTIcgTqPAsu,v1,,,40,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:39:01,Yes,Yes,No,Yes,No,No,65,R_3L07LKzFC27RSfN,v1,,,31,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:39:05,Yes,Yes,No,No,,No,99,R_2pK0vj0yEV4JN1D,v1,,,57,Female,White,United States,United States,No,DATA_EXPIRED
true,,2022-11-14 20:39:06,Yes,Yes,No,No,,No,25,R_1QfFUgq5fGHLyco,v1,,,29,Female,White,United States,United States,No,Full-Time
true,,2022-11-14 20:39:06,Yes,Yes,No,No,,No,28,R_1flqbQp5KOof8gp,v1,,,32,DATA_EXPIRED,DATA_EXPIRED,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:39:23,Yes,Yes,No,Yes,Yes,No,55,R_3kLBQ7UZuNJymvJ,v1,,,33,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:39:30,Yes,Yes,No,No,,No,118,R_2uUkpWIAlMAJXRn,v1,,,56,Female,White,Germany,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2022-11-14 20:40:08,Yes,Yes,No,No,,No,82,R_1QtJhlm9E19QSNB,v1,,,25,Male,White,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2022-11-14 20:40:14,Yes,Yes,No,No,,No,99,R_WBwm07E1TlrbObn,v1,,,34,Male,White,United States,United States,No,DATA_EXPIRED
true,,2022-11-14 20:41:41,Yes,Yes,No,No,,No,479,R_AhzZ9Izw4DTY2Ep,v1,,,23,Female,White,United States,United States,No,Unemployed (and job seeking)
true,,2022-11-14 20:43:07,Yes,Yes,No,Yes,No,No,49,R_2wTy45W2sNAmUVC,v1,,,21,Male,White,United States,United States,Yes,DATA_EXPIRED
true,,2022-11-14 20:43:53,Yes,Yes,No,Yes,No,No,35,R_3CKs6P2TczixZKJ,v1,,,31,Male,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:45:08,Yes,Yes,No,No,,No,36,R_2c01Lte4PU9hQoS,v1,,,33,Female,Asian,United States,United States,No,Full-Time
true,,2022-11-14 20:47:12,Yes,Yes,No,No,,No,26,R_2YhcFcLXiJ2vMZB,v1,,,25,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:47:17,Yes,Yes,No,No,,No,37,R_3CB3KFy4emy2Gjh,v1,,,19,Female,White,United States,United States,Yes,Unemployed (and job seeking)
true,,2022-11-14 20:47:17,Yes,Yes,No,Yes,No,No,30,R_3JDvqhFB349pb2b,v1,,,32,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:49:44,Yes,Yes,No,No,,No,29,R_30l2nm9L7lPXeLB,v1,,,21,Female,White,United States,United States,Yes,Unemployed (and job seeking)
true,,2022-11-14 20:49:54,Yes,Yes,No,No,,No,28,R_1CvVSPKRjwO6ZXf,v1,,,19,Male,White,United States,United States,Yes,Unemployed (and job seeking)
true,,2022-11-14 20:50:03,Yes,Yes,No,Yes,No,No,45,R_3ErIAKntQwOjYaO,v1,,,36,Male,White,United States,United States,Yes,Full-Time
true,,2022-11-14 20:50:07,Yes,Yes,No,No,,No,25,R_32RdxNIDiaJz1kx,v1,,,27,Male,White,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
true,,2022-11-14 20:50:10,Yes,Yes,No,No,,No,44,R_2VOMLy69grmi5rW,v1,,,60,Male,White,Germany,United States,No,Unemployed (and job seeking)
true,,2022-11-14 20:50:20,Yes,Yes,No,Yes,No,No,55,R_prrZq6kvf53TE3f,v1,,,30,Male,White,United States,United States,No,Full-Time
true,,2022-11-14 20:50:20,Yes,Yes,No,No,,No,37,R_1Q9sQX2hWFLDBVw,v1,,,23,Male,Other,United States,United States,No,Part-Time
true,,2022-11-14 20:50:24,Yes,Yes,No,No,,No,40,R_2EubqjzhZJnZ7G1,v1,,,36,Female,White,United States,United States,No,Full-Time
true,,2022-11-14 20:50:29,Yes,Yes,No,Yes,No,No,41,R_1plKokfB7MpZye4,v1,,,42,Male,White,United States,United States,No,DATA_EXPIRED
true,,2022-11-14 20:50:31,Yes,Yes,No,Yes,No,No,59,R_x3isfK6XszaQg8N,v1,,,41,Female,White,United States,United States,DATA_EXPIRED,DATA_EXPIRED
true,,2022-11-14 20:50:34,Yes,Yes,No,No,,No,21,R_3pfHHzyBwPACsoC,v1,,,29,Male,White,United States,United States,No,Full-Time
