Duration (in seconds),RecordedDate,ResponseId,Q-prolific-mturk,q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-demos-state,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use_1,Q-substance-use_2,Q-substance-use_3,Q-personal_1,Q-personal_2,Q-life-changes,Q-control,Q-altruism,Q-bonus-05,Q-bonus-20,Q-bonus-50,Q-data-value-05,Q-data-value-20,Q-data-value-50,Q-data-value-100,Q-data-value-any,Q-data-value-any_1_TEXT,Q-sell-YOUR-data,Q-sell-consumer-data,Q-small-biz-use,Q-census-use,Q-research-society,Q-attn-check,showdata,incentive,connect
798,11/14/2022 21:31:59,R_OQeye2UKl8Th6dr,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),North Carolina,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",false,altruism,
421,11/14/2022 21:33:54,R_2uL1J6k6By8taew,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,Arizona,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Moved place of residence,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes,"Yes,No,I don't know",true,bonus-50,
1063,11/14/2022 21:34:05,R_33lsJEmPv7wPank,No,65 and older,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Ohio,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,No,No,No,Moved place of residence,,Consent to share,,,,,,,,,,No,No,Yes,No,No,"Yes,No,I don't know",true,altruism,
248,11/14/2022 21:40:21,R_2Y4XbWnZB0nwJDU,No,25 - 34 years,No,White or Caucasian,Some high school or less,"$100,000 - $149,999",Male,heterosexual (straight),Kentucky,1 (just me!),2,Less than 5 times per month,No,Yes,No,No,No,Moved place of residence,,,Decline,,,,No,No,No,I would not consent to share my data for any amount.,,No,No,No,No,No,"Yes,No,I don't know",false,bonus-05,
777,11/14/2022 21:41:32,R_2zNpJuWE3ykIlGh,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Illinois,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Moved place of residence,Consent to share,,,,,,,,,,,No,No,Yes,I don't know,I don't know,"Yes,No,I don't know",false,control,
1820,11/14/2022 21:46:35,R_USaHS49dLRXDYPv,No,35 - 44 years,Yes,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Texas,1 (just me!),2,Less than 5 times per month,No,No,No,No,Yes,Moved place of residence,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",false,bonus-05,
691,11/14/2022 21:50:32,R_5u1j9x0AEArQHSN,Yes,18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),Texas,2,4+,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes,"Yes,No,I don't know",false,altruism,
468,11/14/2022 21:54:56,R_1LMx3Ij1VcN0Cnc,No,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),South Carolina,3,4+,Less than 5 times per month,No,No,No,No,No,Lost a job ,Consent to share,,,,,,,,,,,No,Yes if consumers get part of the profit,No,No,I don't know,"Yes,No,I don't know",false,control,
1342,11/14/2022 21:55:26,R_3m3mOkFuViFmBRr,No,35 - 44 years,No,Asian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),California,1 (just me!),1 (just me!),5 - 10 times per month,No,Yes,No,No,No,,Decline,,,,,No,No,No,No,More than $1.00 (enter amount),50,No,No,No,No,Yes,"Yes,No,I don't know",true,control,
595,11/14/2022 21:55:58,R_2c1UYDhiZ7kSQwD,No,18 - 24 years,No,Asian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),California,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,Yes,No,Yes,"Yes,No,I don't know",true,bonus-05,
458,11/14/2022 21:59:36,R_vjAvpMH7vLlh0ul,Yes,18 - 24 years,No,Other,Prefer not to say,Prefer not to say,Male,heterosexual (straight),California,3,4+,5 - 10 times per month,No,No,No,No,No,,,,,,Decline,,,,No,I would not consent to share my data for any amount.,,No,No,No,No,No,"Yes,No,I don't know",true,bonus-50,
406,11/14/2022 22:29:45,R_D5ygbCcJ5AaZm93,No,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Kentucky,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,No,No,I don't know,Yes,Yes,"Yes,No,I don't know",false,control,
400,11/14/2022 22:34:12,R_1DMb2e8zKdDvT1E,Yes,35 - 44 years,No,"White or Caucasian,Asian",Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),California,2,4+,Less than 5 times per month,No,No,No,No,No,,,Decline,,,,No,No,No,No,I would not consent to share my data for any amount.,,No,No,No,No,No,"Yes,No,I don't know",true,altruism,
508,11/14/2022 22:35:21,R_2zDgcb3KQ33503A,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Michigan,2,1 (just me!),Less than 5 times per month,No,Yes,No,No,No,,,,Decline,,,,No,No,No,More than $1.00 (enter amount),50.00,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes,"Yes,No,I don't know",false,bonus-05,
1129,11/14/2022 22:37:42,R_7WBotcu3OLipNWV,No,25 - 34 years,Yes,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),California,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,Yes,No,No,"Yes,No,I don't know",true,bonus-20,
892,11/14/2022 22:40:56,R_R4goEYhjG8ibKsV,Yes,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Female,heterosexual (straight),Arkansas,2,4+,5 - 10 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,No,No,No,No,I don't know,"Yes,No,I don't know",true,altruism,
322,11/14/2022 23:11:51,R_2xK72G1rcP4QmAO,No,25 - 34 years,Yes,Other,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),California,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,No,No,Yes,No,Yes,"Yes,No,I don't know",true,altruism,
393,11/15/2022 2:36:12,R_vqUjznemK9GPhfP,No,35 - 44 years,Yes,Other,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Alabama,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",false,altruism,
434,11/15/2022 2:41:14,R_2WMt9IboH8O03gc,Yes,18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),Oklahoma,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,I don't know,I don't know,I don't know,I don't know,I don't know,"Yes,No,I don't know",false,bonus-20,
287,11/15/2022 5:14:12,R_2b2HfsI0sUHFVyL,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Massachusetts,1 (just me!),4+,5 - 10 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",true,altruism,
337,11/15/2022 5:38:54,R_1NxHWymwNWnu4hP,Yes,18 - 24 years,No,Asian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,California,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,,,,,Decline,,,,No,More than $1.00 (enter amount),$50,No,No,No,Yes,Yes,"Yes,No,I don't know",false,bonus-50,
433,11/15/2022 6:02:23,R_1hVXOHhrUPDIoxW,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,Kentucky,2,4+,5 - 10 times per month,No,No,Yes,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes,"Yes,No,I don't know",true,control,
297,11/15/2022 6:19:31,R_wMrbwfaugXFwJDH,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),Virginia,1 (just me!),3,Less than 5 times per month,No,No,No,Yes,No,Moved place of residence,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,No,I don't know,"Yes,No,I don't know",false,bonus-20,
791,11/15/2022 7:41:44,R_2Bm1kPnJO8CxELI,No,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),Louisiana,2,2,Less than 5 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",false,control,
561,11/15/2022 7:58:38,R_1QsBQXKcvaivx1j,No,35 - 44 years,No,Asian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),Illinois,2,2,5 - 10 times per month,No,No,Yes,No,No,Moved place of residence,,Consent to share,,,,,,,,,,No,No,Yes,Yes,Yes,"Yes,No,I don't know",true,altruism,
371,11/15/2022 8:07:48,R_3m1QGkK4pRvz6q5,No,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),Kentucky,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,I don't know,"Yes,No,I don't know",false,control,
361,11/15/2022 8:15:11,R_3h9Bd191G9AvusC,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Nevada,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes,I don't know,Yes,No,I don't know,"Yes,No,I don't know",true,bonus-05,
314,11/15/2022 8:46:24,R_1Owwa72zuqchWxY,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Illinois,1 (just me!),2,5 - 10 times per month,No,No,No,No,No,Lost a job ,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",true,altruism,
477,11/15/2022 9:44:28,R_1CxLS0volYi8suF,Yes,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),New York,1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,"Lost a job ,Divorce",,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,altruism,
863,11/15/2022 11:38:16,R_1IYpsszqv6YqEQ3,Yes,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Tennessee,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,,Consent to share,,,,,,,,,,No,No,No,I don't know,Yes,"Yes,No,I don't know",true,altruism,
692,11/15/2022 12:07:54,R_UMB3TmQ4xi2VrUJ,No,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Female,LGBTQ+,Pennsylvania,1 (just me!),2,Less than 5 times per month,No,I stopped in the recent past,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,No,Yes,I don't know,I don't know,"Yes,No,I don't know",false,bonus-50,
258,11/15/2022 12:15:19,R_1EgOXyItQr2C4Tb,No,18 - 24 years,Yes,White or Caucasian,Bachelor's degree,Prefer not to say,Female,heterosexual (straight),Tennessee,4+,3,5 - 10 times per month,No,No,Prefer not to say,No,No,,Decline,,,,,No,Yes,,,,,No,No,Yes,I don't know,Yes,"Yes,No,I don't know",false,control,
239,11/15/2022 12:23:47,R_tQAoWQ7nHZfCcgh,No,25 - 34 years,No,"White or Caucasian,Asian",Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Minnesota,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,I don't know,"Yes,No,I don't know",false,control,
354,11/15/2022 13:13:57,R_1eQqFeBM4MatSbX,No,18 - 24 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,LGBTQ+,Pennsylvania,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-05,
2077,11/15/2022 13:28:23,R_3e5g4lvddcnjkoZ,Yes,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),Colorado,2,2,More than 10 times per month,No,No,Yes,No,No,Became pregnant,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes,No,No,No,"Yes,No,I don't know",false,bonus-50,
705,11/15/2022 20:06:43,R_RUiKvns4bLPdv1v,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),North Carolina,1 (just me!),3,More than 10 times per month,No,No,Yes,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,altruism,
733,11/15/2022 21:52:51,R_2EmedYCvGOapQws,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,LGBTQ+,Nevada,2,2,More than 10 times per month,No,No,Yes,No,No,Moved place of residence,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes,"Yes,No,I don't know",false,bonus-20,
1116,11/15/2022 23:56:54,R_1r33v6LzEZZ2k55,Yes,25 - 34 years,Yes,Black or African American,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,California,1 (just me!),3,More than 10 times per month,No,Yes,Yes,No,No,Moved place of residence,Consent to share,,,,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",true,control,
1262,11/16/2022 6:42:32,R_1dpjyNliPgQ1lKK,No,35 - 44 years,No,Asian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Texas,2,3,Less than 5 times per month,No,No,No,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes,"Yes,No,I don't know",true,bonus-20,
413,11/16/2022 11:53:11,R_29aYmjyd86fR9L0,No,35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Missouri,2,4+,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No,"Yes,No,I don't know",false,altruism,
226,11/16/2022 11:53:13,R_z8R7uxzHXINE8o1,No,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),Virginia,1 (just me!),3,Less than 5 times per month,Yes,No,No,No,No,,,Consent to share,,,,,,,,,,No,No,I don't know,I don't know,I don't know,"Yes,No,I don't know",false,altruism,
206,11/16/2022 11:54:03,R_3GBBlhvTFaD1mh7,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),Virginia,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes,"Yes,No,I don't know",false,bonus-20,
331,11/16/2022 11:54:06,R_1DGMA0H10emDYrY,No,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,Louisiana,2,2,5 - 10 times per month,No,No,No,No,Yes,,,,,Decline,,,,No,No,More than $1.00 (enter amount),20000000,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes,"Yes,No,I don't know",true,bonus-20,
254,11/16/2022 11:55:46,R_12J768g8RrIKrIV,No,35 - 44 years,Yes,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Nevada,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",false,bonus-20,
462,11/16/2022 11:56:14,R_56IpX8kBZNaXDz3,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),New York,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,,,Decline,,,,No,No,No,More than $1.00 (enter amount),10,I don't know,I don't know,I don't know,I don't know,I don't know,"Yes,No,I don't know",false,bonus-05,
315,11/16/2022 11:56:22,R_2PzkepcNhVDyBYn,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Georgia,1 (just me!),3,Less than 5 times per month,No,Yes,Yes,Yes,No,,,,,,Decline,,,,No,More than $1.00 (enter amount),50,No,No,No,No,I don't know,"Yes,No,I don't know",false,bonus-50,
380,11/16/2022 11:56:35,R_T5eIGFma6kcMlgd,No,25 - 34 years,No,"White or Caucasian,Black or African American,Asian,Other",High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Nevada,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",false,altruism,
492,11/16/2022 11:58:09,R_2QX6bqN2BA5Ex0p,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),New York,1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",true,bonus-05,
361,11/16/2022 12:01:46,R_1JUT4H78WPmsV36,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,New York,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,,Consent to share,,,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",true,altruism,
426,11/16/2022 12:01:56,R_1LdmaFBhWUcIaF7,Yes,25 - 34 years,No,"White or Caucasian,Black or African American",Bachelor's degree,Prefer not to say,Male,LGBTQ+,Michigan,1 (just me!),2,5 - 10 times per month,No,Yes,Yes,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes,"Yes,No,I don't know",false,bonus-05,
517,11/16/2022 12:03:00,R_1d6V903Xy4VOFla,Yes,18 - 24 years,No,Asian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Indiana,4+,3,5 - 10 times per month,No,No,I stopped in the recent past,No,No,Moved place of residence,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,altruism,
397,11/16/2022 12:05:06,R_2y9PcIxPBtYiYWN,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Colorado,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,I don't know,Yes,Yes,"Yes,No,I don't know",true,bonus-20,
1009,11/16/2022 12:05:23,R_31NKEOvShjkUD4u,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Arizona,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,,,Decline,,,,No,No,No,More than $1.00 (enter amount),20,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes,"Yes,No,I don't know",true,bonus-05,
765,11/16/2022 12:05:49,R_1NlTVbGi1OkFLGO,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,LGBTQ+,Illinois,1 (just me!),1 (just me!),More than 10 times per month,No,No,No,No,No,,,,,Decline,,,,Yes,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-20,
1085,11/16/2022 12:07:06,R_2VsCpLMEP8xSuge,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Illinois,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",true,control,
492,11/16/2022 12:07:24,R_1eXcCdLEuOijpZN,No,35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,LGBTQ+,Ohio,1 (just me!),1 (just me!),5 - 10 times per month,I stopped in the recent past,No,No,No,No,Moved place of residence,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,control,
